# Seed CSV: /Users/angelobaricante/CS-Thesis-Model-Training/seeds/prng_seeds.csv
# NOTE: A2C Training - Each environment uses unique/offset mazes in parallel

episode,timestep,maze_seed,reward,length,success,avg_reward_100,avg_length_100,success_rate_100,unique_mazes_seen
155,78000,6485551435170465117,175.43,500,0,162.99,500.0,0.0,145
156,78000,7222146671798848202,160.18,500,0,163.46,500.0,0.0,145
157,83568,15003482508471731330,163.15,500,0,164.50,500.0,0.0,145
158,84000,4313685519905263040,155.88,500,0,164.13,500.0,0.0,146
159,84000,12791249090344812902,185.91,500,0,164.05,500.0,0.0,146
160,84000,16271330311358250483,218.32,500,0,164.79,500.0,0.0,146
161,84000,16216597592657657882,182.74,500,0,165.00,500.0,0.0,146
162,84000,15166214502129994831,175.51,500,0,165.20,500.0,0.0,146
163,84000,3950739390256855190,195.34,500,0,166.62,500.0,0.0,146
164,84000,15572436679927626994,183.28,500,0,166.57,500.0,0.0,146
165,84000,12100722552882805080,163.89,500,0,166.56,500.0,0.0,146
166,84000,5422312673772011359,166.52,500,0,167.14,500.0,0.0,146
167,84000,13234536202907338590,167.19,500,0,167.02,500.0,0.0,146
168,84000,18177451362958227695,182.44,500,0,167.13,500.0,0.0,146
169,89568,7831641672757584953,176.81,500,0,167.19,500.0,0.0,146
170,90000,5824028846621853768,196.26,500,0,167.22,500.0,0.0,147
171,90000,15876696128150197177,170.46,500,0,168.25,500.0,0.0,147
172,90000,16643051670238393758,168.79,500,0,168.01,500.0,0.0,147
173,90000,13750942603707172542,173.24,500,0,169.00,500.0,0.0,147
174,90000,8323620824426157167,180.51,500,0,168.70,500.0,0.0,147
175,90000,12974784844508741856,167.45,500,0,168.69,500.0,0.0,147
176,90000,3946675017130034155,195.42,500,0,169.66,500.0,0.0,147
177,90000,10235953528359856589,193.15,500,0,170.06,500.0,0.0,147
178,90000,13148765069588439864,166.08,500,0,170.81,500.0,0.0,147
179,90000,7530588993633936101,178.16,500,0,170.85,500.0,0.0,147
180,90000,8586445825670029330,175.51,500,0,171.92,500.0,0.0,147
181,95568,17029012220414423703,200.28,500,0,172.10,500.0,0.0,147
182,96000,18384100725568250946,201.89,500,0,172.26,500.0,0.0,148
183,96000,16758003372029569070,189.11,500,0,172.27,500.0,0.0,148
184,96000,7123441938980902944,163.89,500,0,172.25,500.0,0.0,148
185,96000,1123201832056615056,182.70,500,0,173.23,500.0,0.0,148
186,96000,9827564118592775222,163.89,500,0,173.05,500.0,0.0,148
187,96000,4949356209468868854,206.33,500,0,174.13,500.0,0.0,148
188,96000,14563005126951685001,190.42,500,0,175.01,500.0,0.0,148
189,96000,16499621993911982051,178.98,500,0,174.85,500.0,0.0,148
190,96000,15569156720587463771,202.75,500,0,175.11,500.0,0.0,148
191,96000,5088815643279426220,162.47,500,0,174.95,500.0,0.0,148
192,96000,10303707910544264367,209.16,500,0,175.26,500.0,0.0,148
193,101568,13280943330434515189,215.46,500,0,175.68,500.0,0.0,148
194,102000,15746410200712008351,198.87,500,0,175.59,500.0,0.0,149
195,102000,5958682710742231644,191.04,500,0,176.16,500.0,0.0,149
196,102000,13152133416350454799,189.31,500,0,175.82,500.0,0.0,149
197,102000,5956481133054387399,198.97,500,0,176.30,500.0,0.0,149
198,102000,5420683628343198450,183.85,500,0,176.33,500.0,0.0,149
199,102000,15922419184530991241,183.36,500,0,176.31,500.0,0.0,149
200,102000,18020233497698300673,193.53,500,0,176.98,500.0,0.0,149
201,102000,17338635869069036976,180.99,500,0,177.19,500.0,0.0,149
202,102000,1792464209987715186,182.52,500,0,177.27,500.0,0.0,149
203,102000,13831009015536520439,205.66,500,0,177.66,500.0,0.0,149
204,102000,3332503742376185548,218.05,500,0,178.43,500.0,0.0,149
205,107568,2846928131416613503,219.03,500,0,179.55,500.0,0.0,149
206,108000,17591319569519647445,186.30,500,0,179.73,500.0,0.0,150
207,108000,10552593266273712147,-145.13,500,0,176.71,500.0,0.0,150
208,108000,5779138346327290062,113.93,500,0,176.16,500.0,0.0,150
209,108000,18414115309215937601,194.90,500,0,176.43,500.0,0.0,150
210,108000,11602112522636337744,179.26,500,0,176.80,500.0,0.0,150
211,108000,12339132143176000527,128.11,500,0,176.32,500.0,0.0,150
212,108000,213708382150317922,214.11,500,0,176.58,500.0,0.0,150
213,108000,14829927916230554584,202.81,500,0,176.86,500.0,0.0,150
214,108000,14548106134457597795,202.21,500,0,177.44,500.0,0.0,150
215,108000,465757753863619753,184.11,500,0,177.65,500.0,0.0,150
216,108000,7817989525139000696,96.51,500,0,176.95,500.0,0.0,150
217,113568,13630246432225533946,181.17,500,0,176.94,500.0,0.0,150
218,114000,5114576105952949804,166.90,500,0,176.99,500.0,0.0,151
219,114000,9484487052667551156,168.22,500,0,177.13,500.0,0.0,151
220,114000,12236126824530621385,180.83,500,0,176.75,500.0,0.0,151
221,114000,855184622356068571,165.77,500,0,176.63,500.0,0.0,151
222,114000,15834972196773435646,170.38,500,0,176.85,500.0,0.0,151
223,114000,12408935994070282962,150.41,500,0,176.89,500.0,0.0,151
224,114000,11981284399029439191,162.91,500,0,176.68,500.0,0.0,151
225,114000,3207301218311601108,139.06,500,0,176.49,500.0,0.0,151
226,114000,7965682761333498567,206.44,500,0,176.60,500.0,0.0,151
227,114000,8124476620977914609,164.22,500,0,176.48,500.0,0.0,151
228,114000,17151581682957684717,223.54,500,0,177.20,500.0,0.0,151
229,119568,15313979806885385665,209.16,500,0,177.60,500.0,0.0,151
230,120000,15489887244792292629,231.92,500,0,178.11,500.0,0.0,152
231,120000,1282154305957738864,180.43,500,0,178.21,500.0,0.0,152
232,120000,12864811954472004187,169.72,500,0,178.25,500.0,0.0,152
233,120000,13048294551188987203,175.77,500,0,178.22,500.0,0.0,152
234,120000,17077070056391960068,202.65,500,0,178.32,500.0,0.0,152
